type,captures,urls,new_urls
text/html,9842142,3552050,2758070
application/json,246218,219927,210472
application/javascript,9193,6382,5629
application/x-shockwave-flash,6361,55,38
audio/mpeg,5894,40,10
image/svg+xml,4968,38,35
text/plain,4170,463,287
image/png,1922,21,10
image/gif,1150,115,40
text/css,676,17,9
image/jpeg,473,471,470
application/xml,35,23,23
application/atom+xml,35,34,34
text/csv,12,12,12
application/vnd.ms-fontobject,6,6,6
application/octet-stream,4,4,4
application/pdf,3,3,2
