type,captures,urls,new_urls
text/html,20433784,9297852,8432876
text/plain,85642,8071,7436
image/gif,32734,24634,24474
image/png,26444,231,115
application/octet-stream,9889,81,19
application/json,7440,1474,1440
image/jpeg,2865,291,147
text/css,1391,370,285
application/javascript,1037,6,1
image/svg+xml,16,1,1
application/xml,13,9,6
application/zip,7,4,1
application/x-shockwave-flash,2,1,1
