type,captures,urls,new_urls
text/html,24868419,13123876,10101279
image/gif,14445,9666,9522
image/jpeg,1872,152,116
text/plain,847,9,0
text/css,758,74,43
application/vnd.android.package-archive,435,5,0
image/png,90,6,6
application/octet-stream,16,4,2
application/x-shockwave-flash,5,2,2
