type,captures,urls,new_urls
text/html,2726266,2130144,1954660
image/png,21706,20619,18860
image/jpeg,9714,8702,8123
image/gif,5165,2900,1818
application/x-shockwave-flash,278,207,173
text/css,217,100,71
text/plain,94,5,3
application/javascript,41,17,17
application/json,35,25,23
application/octet-stream,14,11,10
application/msword,11,11,11
application/xml,6,3,3
application/vnd.ms-excel,5,5,5
image/x-xbitmap,2,2,1
