type,captures,urls,new_urls
text/html,545131,235816,167047
image/gif,17755,4133,1915
application/javascript,8217,103,93
image/jpeg,1071,793,415
text/plain,19,12,6
application/json,14,14,11
text/css,6,4,4
image/png,2,2,2
application/pdf,2,1,0
