type,captures,urls,new_urls
text/html,6187219,2510394,1918512
text/plain,157546,60362,59957
application/json,8806,1016,974
text/css,7246,2507,2327
application/javascript,3244,3215,3199
image/gif,596,66,49
image/jpeg,30,23,21
application/xml,18,5,2
application/x-shockwave-flash,16,10,4
application/x-silverlight,15,3,3
text/calendar,2,2,2
application/pdf,2,2,1
text/x-component,1,1,1
image/png,1,1,1
application/octet-stream,1,1,1
