type,captures,urls,new_urls
text/html,16725252,6898817,6622306
image/jpeg,34067,597,300
image/gif,21507,626,339
text/css,3797,50,27
image/png,2848,25,12
application/json,613,41,35
text/plain,107,95,76
application/octet-stream,89,0,0
application/x-shockwave-flash,79,3,1
text/vnd.wap.wml,48,31,31
application/javascript,27,9,8
application/xhtml+xml,2,0,0
