type,captures,urls,new_urls
text/html,967608,419455,272898
image/gif,48763,1379,598
image/jpeg,15803,3338,2840
image/svg+xml,11289,8,2
application/javascript,9380,103,36
application/json,6353,3,0
text/css,5202,86,25
application/x-shockwave-flash,617,20,11
image/png,133,4,3
text/plain,46,32,17
application/xml,2,1,1
audio/x-pn-realaudio,1,1,1
