type,captures,urls,new_urls
text/html,103507993,56166136,36082903
image/gif,13641450,12988997,11502481
text/plain,194953,192838,192788
application/json,84131,53709,50759
image/jpeg,15407,12944,12571
image/png,7691,1415,695
text/css,4651,1188,960
application/vnd.google-earth.kml+xml,4031,3459,3133
application/javascript,2566,1759,383
image/svg+xml,44,44,22
application/xml,15,9,8
application/pkcs7-mime,2,1,1
application/x-wais-source,1,1,1
