type,captures,urls,new_urls
text/html,129157068,65243734,48053835
text/plain,55407,48997,45514
image/gif,17852,17701,17686
audio/x-mpegurl,14629,10739,10528
application/json,7220,4344,4307
text/css,405,19,8
audio/x-pn-realaudio,24,13,13
image/jpeg,21,19,10
application/xml,14,9,6
image/png,1,1,0
application/javascript,1,1,1
