type,captures,urls,new_urls
text/html,11442959,6455098,5472868
image/jpeg,2472957,1475580,1369812
application/x-shockwave-flash,219357,218189,218184
application/xml,81464,22714,17022
image/png,66732,35330,35141
image/gif,9900,245,100
application/octet-stream,4626,81,68
text/css,2770,208,198
application/javascript,1471,48,22
video/x-flv,1351,539,512
image/svg+xml,281,5,5
application/vnd.ms-fontobject,214,3,3
text/plain,51,28,27
application/vnd.android.package-archive,16,7,5
