type,captures,urls,new_urls
text/html,28630848,17881428,15451259
application/json,9533,5308,4600
image/gif,5276,2,1
application/zip,1527,9,9
text/css,226,31,19
application/octet-stream,170,1,1
image/png,100,23,17
text/plain,2,2,1
application/xml,2,1,0
image/jpeg,1,1,0
