type,captures,urls,new_urls
text/html,5725966,2384156,2034552
image/png,32438,483,258
application/json,3524,3033,2968
application/x-shockwave-flash,1185,529,522
text/css,455,18,14
image/gif,334,28,21
image/jpeg,64,19,15
application/octet-stream,14,3,1
application/xml,10,3,3
image/svg+xml,5,3,2
text/plain,1,0,0
