type,captures,urls,new_urls
text/html,18701,3002,1590
image/gif,2083,992,615
image/jpeg,377,201,163
text/css,215,83,46
text/plain,59,19,11
application/x-shockwave-flash,30,20,15
application/octet-stream,12,9,8
application/x-bittorrent,1,1,1
