type,captures,urls,new_urls
text/html,440259,227319,158696
image/gif,17755,4133,1915
application/javascript,3554,78,73
image/jpeg,1071,793,415
text/plain,19,12,6
text/css,6,4,4
application/json,4,4,1
image/png,2,2,2
application/pdf,2,1,0
