type,captures,urls,new_urls
text/html,6715706,4507317,3933530
image/gif,12164,1864,998
image/jpeg,3840,769,496
image/png,1920,611,567
application/javascript,1517,624,617
application/x-shockwave-flash,858,62,37
application/xml,270,18,9
text/css,183,69,51
text/plain,53,25,5
application/json,10,4,3
audio/mpeg,2,2,2
text/x-component,1,1,1
