type,captures,urls,new_urls
text/html,14712394,13161172,12338793
application/json,584497,90954,79978
image/gif,23744,7568,7081
application/pdf,2695,351,284
text/css,1287,187,151
application/x-shockwave-flash,633,16,11
image/jpeg,620,504,473
image/png,203,111,54
text/plain,44,11,9
application/x-wais-source,42,3,1
audio/x-ms-wma,17,8,6
application/msword,7,5,4
audio/x-wav,3,1,1
