type,captures,urls,new_urls
text/html,33010,27554,26914
image/gif,423,193,74
application/javascript,402,107,106
image/png,210,87,84
image/jpeg,87,27,25
application/json,79,79,79
text/css,59,4,3
image/x-xbitmap,2,1,1
application/xml,2,1,1
image/svg+xml,1,1,1
