type,captures,urls,new_urls
text/html,18783,6690,5572
image/jpeg,630,549,509
image/gif,253,107,87
application/xml,69,22,18
application/javascript,29,22,21
application/x-shockwave-flash,7,2,1
text/plain,5,1,0
text/css,5,5,5
image/png,2,2,2
