type,captures,urls,new_urls
text/html,6356484,1615305,1530696
image/jpeg,34067,597,300
image/gif,21507,626,339
text/css,3797,50,27
image/png,2848,25,12
application/octet-stream,89,0,0
application/x-shockwave-flash,79,3,1
text/plain,60,51,35
text/vnd.wap.wml,48,31,31
application/xhtml+xml,2,0,0
