type,captures,urls,new_urls
text/html,1442,571,507
text/plain,113,6,3
image/png,51,27,27
text/css,41,25,25
application/javascript,28,12,12
image/jpeg,12,10,7
image/svg+xml,7,6,6
image/gif,7,5,5
application/xml,3,2,2
