type,captures,urls,new_urls
image/jpeg,41839,32781,22278
text/html,30374,20852,19843
image/gif,9958,2765,1147
image/png,4350,3538,1729
application/x-shockwave-flash,881,171,49
text/vnd.wap.wml,879,524,524
application/javascript,766,152,44
text/css,710,189,45
text/plain,175,81,50
application/xml,130,118,118
application/vnd.android.package-archive,27,6,3
application/pdf,27,27,26
application/msword,26,15,4
