type,captures,urls,new_urls
text/html,15716962,7973008,6835020
application/json,306268,305764,305642
application/xml,21953,594,259
image/png,12453,785,539
image/jpeg,6402,780,604
application/x-shockwave-flash,4008,38,26
text/plain,2451,58,35
image/vnd.microsoft.icon,1561,5,1
text/css,1423,46,38
image/gif,787,81,63
application/javascript,637,24,17
image/svg+xml,139,13,7
font/ttf,43,9,5
application/vnd.ms-fontobject,39,8,4
text/csv,34,2,1
application/zip,32,2,1
application/octet-stream,26,6,3
