type,captures,urls,new_urls
text/html,49371,10347,8308
application/javascript,27025,6858,6628
text/css,12964,467,314
image/vnd.microsoft.icon,2647,58,48
text/plain,2574,1655,1617
image/gif,639,350,153
application/octet-stream,28,22,19
application/msword,15,6,3
application/xml,5,2,1
video/mpeg,1,1,1
