type,captures,urls,new_urls
text/html,8680915,6322621,5957598
text/plain,40331,5510,5194
image/gif,26006,20648,20516
image/png,12015,184,108
application/octet-stream,8253,55,19
image/jpeg,2858,285,147
application/json,2165,1104,1099
text/css,1206,198,122
image/svg+xml,16,1,1
application/xml,13,9,6
application/zip,7,4,1
application/x-shockwave-flash,2,1,1
