type,captures,urls,new_urls
text/html,5066,2890,2743
image/gif,370,271,271
image/jpeg,188,142,142
audio/midi,15,13,13
application/octet-stream,12,12,11
audio/x-wav,7,7,7
text/css,2,1,1
