type,captures,urls,new_urls
text/html,37073,13567,10503
image/gif,21026,2412,2216
image/jpeg,1299,378,362
video/quicktime,860,311,273
application/pdf,392,130,125
application/mac-binhex40,244,76,76
text/plain,141,42,25
application/zip,33,11,11
application/postscript,6,1,1
audio/x-aiff,4,1,1
