type,captures,urls,new_urls
text/html,887461,396382,232163
image/gif,34647,10252,8088
image/jpeg,269,185,175
application/xml,233,74,63
text/css,212,34,16
application/javascript,91,13,8
image/png,13,11,10
application/pdf,4,3,3
text/plain,3,3,3
