type,captures,urls,new_urls
text/html,10790,9452,9419
image/jpeg,2176,1821,1821
image/png,357,54,54
video/x-flv,135,9,9
image/gif,48,39,39
text/css,18,14,14
application/x-shockwave-flash,11,4,4
image/x-ms-bmp,2,2,2
application/xml,1,1,1
