type,captures,urls,new_urls
text/html,855945,449873,355906
image/jpeg,89202,57540,52965
image/gif,9756,3417,2864
text/css,854,84,53
application/x-shockwave-flash,202,35,19
text/plain,106,79,67
image/png,34,27,25
application/msword,20,11,5
application/pdf,13,4,1
