type,captures,urls,new_urls
text/html,119329,30104,20558
text/plain,48,28,14
application/pdf,16,14,11
application/xml,9,2,1
application/x-shockwave-flash,7,6,4
text/css,5,3,3
application/octet-stream,5,4,4
