type,captures,urls,new_urls
text/html,16568,8407,6724
text/plain,2528,1626,1588
text/css,835,60,50
image/gif,639,350,153
application/javascript,187,60,57
image/vnd.microsoft.icon,31,2,0
application/msword,10,5,3
application/xml,5,2,1
video/mpeg,1,1,1
