type,captures,urls,new_urls
text/html,498943,280482,267356
image/gif,95472,3146,1569
image/jpeg,367,224,222
text/plain,292,23,16
application/javascript,220,92,92
image/png,174,2,2
text/css,119,20,14
application/x-shockwave-flash,89,9,7
audio/basic,48,40,40
application/pdf,27,12,11
image/vnd.microsoft.icon,6,1,0
application/xml,2,1,1
