type,captures,urls,new_urls
text/html,66424,47307,43749
image/jpeg,4588,3925,3747
image/gif,2144,1068,783
text/css,132,45,35
text/plain,98,90,45
application/octet-stream,64,55,54
image/png,63,61,61
application/zip,35,35,34
application/javascript,20,17,17
application/xml,8,3,3
application/pdf,8,3,1
video/quicktime,6,5,4
video/x-ms-wmv,3,3,3
video/mpeg,2,2,2
audio/x-pn-realaudio,2,2,2
video/x-msvideo,1,1,1
audio/mpeg,1,1,1
