type,captures,urls,new_urls
text/html,3255438,2409609,2263339
application/atom+xml,66948,55811,51371
text/plain,15803,14799,14685
image/png,2812,423,368
application/pdf,710,709,705
image/vnd.microsoft.icon,610,1,0
image/gif,591,189,181
application/xml,322,23,20
image/jpeg,96,13,8
application/json,66,37,32
application/x-shockwave-flash,52,7,6
text/css,42,28,24
application/javascript,11,8,8
application/octet-stream,3,3,3
application/java-archive,3,2,2
text/csv,1,1,1
model/mesh,1,1,1
