type,captures,urls,new_urls
text/html,528159,477837,473938
image/png,125,9,9
image/gif,101,60,56
text/css,16,14,14
image/jpeg,7,4,4
application/zip,5,0,0
application/x-shockwave-flash,3,2,2
text/plain,2,1,1
text/x-component,1,1,1
