type,captures,urls,new_urls
text/html,8380433,6631207,5971654
image/jpeg,187205,170896,158031
image/gif,17393,11664,10773
application/xml,13225,10623,9022
text/plain,9530,7896,7477
text/css,594,23,8
application/x-shockwave-flash,204,36,33
application/pdf,106,64,38
application/zip,92,39,33
application/msword,28,15,10
application/octet-stream,18,4,1
image/png,2,2,2
