type,captures,urls,new_urls
text/html,1333,640,509
image/jpeg,489,358,339
image/gif,281,262,193
application/octet-stream,33,22,12
text/css,28,19,18
application/x-shockwave-flash,19,14,13
image/png,7,7,7
application/rdf+xml,4,4,4
application/xml,2,2,2
application/msword,2,2,2
application/zip,1,1,1
