type,captures,urls,new_urls
text/html,293566,202325,197397
image/gif,1299,1064,1034
image/jpeg,590,512,500
application/pdf,276,214,179
text/css,99,37,17
text/plain,44,26,18
application/octet-stream,42,17,7
