type,captures,urls,new_urls
text/html,205083,139580,113254
image/jpeg,8297,7055,6001
image/gif,1391,1001,897
text/css,328,126,89
application/octet-stream,173,136,136
image/png,73,54,54
text/plain,1,1,1
