type,captures,urls,new_urls
text/html,4850385,4282742,4125114
image/png,3479,3278,3278
image/gif,2710,1419,1080
image/jpeg,1405,923,840
application/x-shockwave-flash,159,88,49
text/css,81,30,15
application/msword,46,9,7
text/plain,20,8,7
application/pdf,2,1,1
application/octet-stream,2,2,1
text/vnd.wap.wml,1,0,0
