type,captures,urls,new_urls
text/html,68151,45768,43573
image/gif,12228,1479,1067
application/pdf,214,65,54
text/css,178,31,14
image/jpeg,90,58,39
image/png,85,59,43
text/plain,41,8,7
audio/x-ms-wma,17,8,6
application/msword,4,3,3
audio/x-wav,3,1,1
