type,captures,urls,new_urls
text/html,4208,4019,3963
image/gif,669,669,669
image/jpeg,426,426,426
application/pdf,8,8,8
text/css,7,6,5
application/x-shockwave-flash,6,6,6
application/octet-stream,4,4,4
image/png,1,1,1
