type,captures,urls,new_urls
text/html,23892,13264,11566
image/gif,1364,1125,1023
image/jpeg,466,445,408
application/pdf,181,150,117
text/css,66,26,14
application/zip,26,24,24
text/plain,19,14,9
application/octet-stream,11,7,3
application/x-shockwave-flash,4,3,3
image/png,2,2,2
