type,captures,urls,new_urls
text/html,42804,5991,5308
text/css,327,127,105
image/gif,242,134,126
image/jpeg,223,223,223
application/x-shockwave-flash,46,26,23
application/octet-stream,30,5,3
text/plain,4,2,2
application/msword,4,3,3
