type,captures,urls,new_urls
text/html,26757,12542,8670
image/gif,805,662,360
image/jpeg,273,269,157
application/pdf,125,110,101
text/css,122,49,25
text/plain,107,57,34
application/octet-stream,38,18,9
application/zip,31,31,31
