type,captures,urls,new_urls
text/html,5434,1582,1447
image/gif,1608,464,413
image/jpeg,219,140,133
text/css,113,44,35
application/x-shockwave-flash,67,47,41
application/xml,13,12,12
text/plain,8,5,2
text/tab-separated-values,1,1,1
