type,captures,urls,new_urls
text/html,144867,88500,73066
image/jpeg,5377,4967,4781
image/gif,1406,879,804
application/x-shockwave-flash,252,188,160
text/css,53,23,16
text/plain,28,2,2
application/octet-stream,9,6,5
image/x-xbitmap,2,2,1
application/msword,2,2,2
